排名,项目名称,完整名称,作者,描述,语言,Stars,Forks,Issues,创建时间,更新时间,仓库链接,主页链接,许可证,大小(KB),是否Fork,是否已归档
1,animate.css,animate-css/animate.css,animate-css,🍿 A cross-browser library of CSS animations. As easy to use as an easy thing.,CSS,82687,15955,81,2011-10-12T10:07:38Z,2026-07-19T21:16:07Z,https://github.com/animate-css/animate.css,https://animate.style/,Other,2002,False,False
2,nerd-fonts,ryanoasis/nerd-fonts,ryanoasis,"Iconic font aggregator, collection, & patcher. 3,600+ icons, 50+ patched fonts: Hack, Source Code Pro, more. Glyph collections: Font Awesome, Material Design Icons, Octicons, & more",CSS,63759,3927,72,2014-12-05T04:31:17Z,2026-07-20T03:14:50Z,https://github.com/ryanoasis/nerd-fonts,https://NerdFonts.com,Other,27441143,False,False
3,normalize.css,necolas/normalize.css,necolas,A modern alternative to CSS resets,CSS,53541,10354,76,2011-05-04T10:20:25Z,2026-07-19T20:43:27Z,https://github.com/necolas/normalize.css,http://necolas.github.io/normalize.css/,MIT License,379,False,False
4,bulma,jgthms/bulma,jgthms,Modern CSS framework based on Flexbox,CSS,50066,3887,523,2016-01-23T23:48:34Z,2026-07-20T02:38:15Z,https://github.com/jgthms/bulma,https://bulma.io,MIT License,116388,False,False
5,CppCoreGuidelines,isocpp/CppCoreGuidelines,isocpp,"The C++ Core Guidelines are a set of tried-and-true guidelines, rules, and best practices about coding in C++",CSS,45191,5548,251,2015-08-19T20:22:52Z,2026-07-19T10:53:05Z,https://github.com/isocpp/CppCoreGuidelines,http://isocpp.github.io/CppCoreGuidelines/CppCoreGuidelines,Other,27700,False,False
6,50projects50days,bradtraversy/50projects50days,bradtraversy,"50+ mini web projects using HTML, CSS & JS",CSS,40625,9728,48,2020-11-16T14:39:01Z,2026-07-19T16:51:41Z,https://github.com/bradtraversy/50projects50days,,MIT License,482,False,False
7,freecodecamp.cn,FreeCodeCampChina/freecodecamp.cn,FreeCodeCampChina,FCC China open source codebase and curriculum. Learn to code and help nonprofits.,CSS,37734,1421,159,2016-09-30T03:13:43Z,2026-07-19T16:14:24Z,https://github.com/FreeCodeCampChina/freecodecamp.cn,https://fcc.asia/,Other,30959,False,False
8,awesome-english-ebooks,hehonghui/awesome-english-ebooks,hehonghui,"经济学人(含音频)、纽约客、卫报、连线、大西洋月刊等英语杂志免费下载,支持epub、mobi、pdf格式, 每周更新",CSS,33505,2783,0,2022-06-28T02:45:44Z,2026-07-20T03:29:36Z,https://github.com/hehonghui/awesome-english-ebooks,,,14899498,False,False
9,hangzhou_house_knowledge,houshanren/hangzhou_house_knowledge,houshanren,"2017年买房经历总结出来的买房购房知识分享给大家，希望对大家有所帮助。买房不易，且买且珍惜。Sharing the knowledge of buy an own house that according  to the experience at hangzhou in 2017 to all the people. It's not easy to buy a own house, so I hope that it would be useful to everyone.",CSS,26889,5195,103,2018-02-24T01:54:18Z,2026-07-20T02:01:17Z,https://github.com/houshanren/hangzhou_house_knowledge,,,868034,False,False
10,source-code-pro,adobe-fonts/source-code-pro,adobe-fonts,Monospaced font family for user interface and coding environments,CSS,20423,1644,86,2012-08-09T23:14:02Z,2026-07-18T14:47:17Z,https://github.com/adobe-fonts/source-code-pro,https://adobe-fonts.github.io/source-code-pro/,SIL Open Font License 1.1,167844,False,False
11,Skeleton,dhg/Skeleton,dhg,"Skeleton: A Dead Simple, Responsive Boilerplate for Mobile-Friendly Development",CSS,19409,3070,138,2011-04-30T20:04:24Z,2026-07-20T02:01:25Z,https://github.com/dhg/Skeleton,http://www.getskeleton.com,MIT License,6398,False,False
12,community-skeleton,uvdesk/community-skeleton,uvdesk,"UVdesk Open Source Community Helpdesk is a comprehensive ticketing support system designed for everyone, offering robust features to streamline customer support and collaboration.",CSS,19372,565,77,2018-11-02T10:40:36Z,2026-07-19T19:31:58Z,https://github.com/uvdesk/community-skeleton,https://www.uvdesk.com,Open Software License 3.0,35697,False,False
13,SpinKit,tobiasahlin/SpinKit,tobiasahlin,A collection of loading indicators animated with CSS,CSS,19339,1765,11,2013-12-12T23:29:41Z,2026-07-20T02:01:18Z,https://github.com/tobiasahlin/SpinKit,http://tobiasahlin.com/spinkit/,MIT License,265,False,False
